gebouw_leeftijd_nmr;contractduur_dagen_atl;contractduur_jaren_atl;postcode3_cde;reden_vertrek_nam;CBSwijk_cde;CBSbuurt_cde;operationele_bestemming_cde;type_eigenaar_cde;huurklasse_cde;asbestrisico_cde;klant_contracten_vanaf_2010_atl;gebouw_mutaties_vanaf_2010_atl;overig_onderhoud_huidige_contract_periode_bdg;renobeter_huidige_contract_periode_bdg;preDV_cde;voorgaande_mutatiekosten_bdg;renobeter_klasse;voorgaande_mutatiekosten_klasse;contractduur_jaren_klasse;gebouw_leeftijd_klasse;DV_cde
49;16893;46;127;Verhuizing;WK040607;4060716;Koop: verh;Eigenaar;tot 400;nee;2;5;0.00;0.00;CAT 2;0.00;0;0;30+;d. 36-50;ja
49;12618;35;127;Opzegging i.v.m. overlijden;WK040607;4060716;Koop;Eigenaar;tot 400;ja;1;6;0.00;0.00;CAT 2;0.00;0;0;30+;d. 36-50;nee
49;10711;30;127;Verhuizing;WK040607;4060716;Koop: verh;Eigenaar;tot 400;nee;1;5;0.00;0.00;CAT 2;0.00;0;0;21-30;d. 36-50;ja
49;15981;44;127;Verhuizing;WK040607;4060716;Koop: verh;Eigenaar;tot 400;nee;1;5;0.00;0.00;CAT 2;0.00;0;0;30+;d. 36-50;ja
49;11772;32;127;Opzegging i.v.m. overlijden;WK040607;4060716;Koop: verh;Eigenaar;tot 400;nee;1;5;0.00;0.00;CAT 2;0.00;0;0;30+;d. 36-50;ja
49;6306;17;127;Opzegging i.v.m. overlijden;WK040607;4060716;Koop: verh;Eigenaar;tot 400;nee;1;5;35713.02;222.67;CAT 2;0.00;3000+;0;11-20;d. 36-50;nee
49;16223;44;127;Verhuizing;WK040607;4060716;Koop: verh;Eigenaar;tot 400;nee;1;9;0.00;0.00;CAT 2;0.00;0;0;30+;d. 36-50;ja
49;16851;46;127;Opzegging i.v.m. overlijden;WK040607;4060716;Koop: verh;Eigenaar;tot 400;nee;1;4;0.00;0.00;CAT 2;0.00;0;0;30+;d. 36-50;ja
37;6232;17;127;Verhuizing;WK040611;4061124;SH;Eigenaar;tot 400;nee;1;5;45.47;242.06;CAT 2;0.00;0-500;0;11-20;d. 36-50;nee
37;6921;19;127;Verhuizing;WK040611;4061124;SH;Eigenaar;tot 400;nee;2;4;939.46;186.26;CAT 2;0.00;500-1500;0;11-20;d. 36-50;nee
37;12798;35;127;Verhuizing;WK040611;4061124;SH;Eigenaar;tot 400;nee;2;5;0.00;0.00;CAT 2;0.00;0;0;30+;d. 36-50;ja
37;4409;12;127;Verhuizing;WK040611;4061124;SH;Eigenaar;tot 400;nee;1;5;527.78;49.77;nvt;0.00;500-1500;0;11-20;d. 36-50;nee
37;6278;17;127;Verhuizing;WK040611;4061124;SH;Eigenaar;tot 400;nee;1;6;0.00;0.00;CAT 2;0.00;0;0;11-20;d. 36-50;ja
37;535;2;127;Verhuizing;WK040611;4061124;SH;Eigenaar;400-600;nee;1;6;288.60;-0.17;CAT 3;9324.28;0-500;2500+;0-3;d. 36-50;nee
37;8501;24;127;Verhuizing;WK040611;4061124;SH;Eigenaar;tot 400;nee;1;7;0.00;0.00;CAT 2;0.00;0;0;21-30;d. 36-50;ja
37;621;2;127;Verhuizing;WK040611;4061124;SH;EXT.BEHEER;400-600;nee;16;8;2200.92;0.00;nvt;284.35;1500-3000;0-500;0-3;d. 36-50;nee
37;1215;3;127;Verhuizing;WK040611;4061124;SH;EXT.BEHEER;400-600;nee;2;8;99.12;49.77;CAT 2;3266.91;0-500;2500+;0-3;d. 36-50;ja
37;1665;4;127;Verhuizing;WK040611;4061124;SH;EXT.BEHEER;tot 400;nee;1;6;9.35;0.00;CAT 2;0.00;0-500;0;4-10;d. 36-50;nee
19;1338;4;126;Verhuizing;WK037601;3760000;SH;Eigenaar;600-800;nee;1;7;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;nee
41;4382;11;126;Verhuizing;WK037601;3760000;SH;Eigenaar;tot 400;nee;1;8;0.00;0.00;nvt;0.00;0;0;11-20;d. 36-50;ja
41;1193;3;126;Verhuizing;WK037601;3760000;SH;Eigenaar;400-600;nee;1;8;505.78;2729.64;CAT 3;10055.16;3000+;2500+;0-3;d. 36-50;nee
11;2512;7;126;Verhuizing;WK037601;3760000;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;3678;10;126;Verhuizing;WK037601;3760000;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;2648;7;126;Verhuizing;WK037601;3760000;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;2672;7;126;Verhuizing;WK037601;3760000;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
56;3443;9;126;Verhuizing;WK037601;3760000;Renovatie;Eigenaar;tot 400;nee;1;3;0.00;0.00;CAT 2;0.00;0;0;4-10;e. 51-75;nee
56;4657;12;126;Verhuizing;WK037601;3760000;Renovatie;Eigenaar;tot 400;nee;4;4;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;ja
56;5371;14;126;Opzegging i.v.m. overlijden;WK037601;3760000;Renovatie;Eigenaar;tot 400;ja;1;4;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
67;4778;13;126;Verhuizing;WK037601;3760000;Renovatie;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;ja
67;5184;14;126;Opzegging i.v.m. overlijden;WK037601;3760000;Renovatie;Eigenaar;tot 400;nee;1;7;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;ja
67;1912;5;126;Verhuizing;WK037601;3760000;Renovatie;Eigenaar;tot 400;nee;1;5;571.30;879.78;CAT 4;0.00;500-1500;0;4-10;e. 51-75;nee
67;4778;13;126;Opzegging i.v.m. overlijden;WK037601;3760000;Renovatie;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;ja
67;4865;14;126;Opzegging i.v.m. overlijden;WK037601;3760000;Renovatie;Eigenaar;tot 400;nee;1;5;0.00;589.35;CAT 2;0.00;500-1500;0;11-20;e. 51-75;nee
70;5122;14;126;Verhuizing;WK037601;3760000;Koop: verh;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;ja
70;4076;11;126;Opzegging i.v.m. overlijden;WK037601;3760000;Koop: verh;Eigenaar;tot 400;ja;1;5;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
70;953;2;126;Woningruil;WK037601;3760000;Koop: verh;Eigenaar;600-800;nee;4;8;871.66;82.31;nvt;47064.13;500-1500;2500+;0-3;e. 51-75;ja
70;4898;13;126;Opzegging i.v.m. overlijden;WK037601;3760000;Koop;Eigenaar;tot 400;nee;1;2;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;ja
70;2526;7;126;Verhuizing;WK037601;3760000;Koop: verh;Eigenaar;tot 400;nee;1;5;3624.97;-0.04;CAT 3;0.00;3000+;0;4-10;e. 51-75;ja
70;2651;7;126;Verhuizing;WK037601;3760000;Koop: verh;Eigenaar;800+;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
70;1288;3;126;Verhuizing;WK037601;3760000;Koop;Eigenaar;800+;nee;1;9;968.00;102.83;nvt;13064.60;500-1500;2500+;0-3;e. 51-75;ja
70;4048;11;126;Verhuizing;WK037601;3760000;Koop;Eigenaar;tot 400;ja;1;4;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;nee
70;4989;13;126;Verhuizing;WK037601;3760000;Koop;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;ja
67;5655;15;126;Verhuizing;WK037601;3760000;Koop;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;ja
102;4704;13;140;Verhuizing;WK194202;3810201;SH;Eigenaar;tot 400;ja;1;6;111.38;39.49;CAT 2;0.00;0-500;0;11-20;e. 75+;nee
102;668;2;140;Verhuizing;WK194202;3810201;SH;Eigenaar;400-600;ja;2;6;953.89;2746.59;CAT 4;1912.11;3000+;1000-2500;0-3;e. 75+;nee
102;7873;21;140;Verhuizing;WK194202;3810201;SH;Eigenaar;tot 400;nee;1;6;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 75+;ja
102;7140;19;140;Verhuizing;WK194202;3810201;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 75+;ja
102;2144;6;140;Verhuizing;WK194202;3810201;SH;Eigenaar;tot 400;nee;1;5;385.11;0.00;nvt;284.35;0-500;0-500;4-10;e. 75+;nee
102;805;2;140;Woningruil;WK194202;3810201;SH;Eigenaar;600-800;nee;3;5;495.14;0.00;nvt;140.36;0-500;0-500;0-3;e. 75+;ja
102;14469;40;140;Verhuizing;WK194202;3810201;SH;Eigenaar;tot 400;ja;1;5;0.00;0.00;nvt;0.00;0;0;30+;e. 75+;nee
102;16763;46;140;Opzegging i.v.m. overlijden;WK194202;3810201;SH;Eigenaar;tot 400;ja;1;5;0.00;0.00;nvt;0.00;0;0;30+;e. 75+;nee
102;15388;42;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;7;0.00;0.00;nvt;0.00;0;0;30+;e. 75+;ja
102;805;2;140;Huuropzegging ivm woonfraude;WK194202;3810202;SH;Eigenaar;600-800;nee;1;7;0.00;0.00;nvt;0.00;0;0;0-3;e. 75+;ja
102;15948;43;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;nee;3;7;0.00;0.00;nvt;0.00;0;0;30+;e. 75+;ja
102;93;0;140;Verhuizing;WK194202;3810202;SH;Eigenaar;400-600;nee;1;7;0.00;26.24;nvt;25287.82;0-500;2500+;0-3;e. 75+;nee
102;4878;13;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;4;2739.54;0.00;CAT 2;0.00;1500-3000;0;11-20;e. 75+;nee
102;875;3;140;Verhuizing;WK194202;3810202;SH;Eigenaar;800+;nee;1;8;22.00;26.24;nvt;5671.82;0-500;2500+;0-3;e. 75+;nee
102;10892;30;140;Opzegging i.v.m. overlijden;WK194202;3810202;SH;Eigenaar;tot 400;ja;1;5;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 75+;nee
102;13767;38;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;CAT 2;0.00;0;0;30+;e. 75+;ja
102;4462;12;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;3;442.18;0.00;CAT 2;0.00;0-500;0;11-20;e. 75+;nee
102;1466;4;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;5;2011.68;62.09;nvt;0.00;1500-3000;0;4-10;e. 75+;nee
102;12379;34;140;Opzegging i.v.m. overlijden;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;CAT 2;0.00;0;0;30+;e. 75+;ja
102;2010;6;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;nee;2;5;275.82;0.00;CAT 3;0.00;0-500;0;4-10;e. 75+;nee
102;582;2;140;Verhuizing;WK194202;3810202;SH;Eigenaar;800+;ja;1;6;452.83;0.00;nvt;0.00;0-500;0;0-3;e. 75+;nee
102;16809;46;140;Opzegging i.v.m. overlijden;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;30+;e. 75+;ja
102;16767;46;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;ja;1;2;0.00;0.00;nvt;0.00;0;0;30+;e. 75+;nee
102;2537;7;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;5;1948.36;26.24;CAT 3;0.00;1500-3000;0;4-10;e. 75+;nee
102;16862;46;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;ja;1;3;0.00;0.00;nvt;0.00;0;0;30+;e. 75+;nee
102;16585;45;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;7;0.00;0.00;nvt;0.00;0;0;30+;e. 75+;ja
102;15554;42;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;30+;e. 75+;ja
102;15471;42;140;Opzegging i.v.m. overlijden;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;30+;e. 75+;ja
102;1169;3;140;Verhuizing;WK194202;3810202;SH;Eigenaar;400-600;nee;1;6;3403.49;7264.38;CAT 4;74654.00;3000+;2500+;0-3;e. 75+;ja
102;16667;45;140;Verhuizing;WK194202;3810202;SH;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;30+;e. 75+;ja
